Access to Small Arms,Armed Services Personnel Rate,Deaths from External Conflict,Deaths from Internal Conflict,External Conflicts Fought,External Peace,GU_A3,Homicide Rate,Incarceration Rate,Intensity of Internal Conflict,Internal Conflicts Fought,Internal Peace,Militarisation,Military Expenditure (%GDP),Neighbouring Countries Relations,Nuclear and Heavy Weapons,Ongoing Conflict,Overall Score,Perceptions of Criminality,Police Rate,Political Instability,Political Terror Scale,Rank,Refugees and IDPs,SUBREGION,Safety & Security,Score,Terrorism Impact,UN Peacekeeping Funding,Violent Crime,Violent Demonstrations,Weapons Exports,Weapons Imports,Year
2.0,1.0,1.0,1.0,1.0,1.0859999999999999,MUS,2.178,2.448,1.0,1.0,1.855,1.4140000000000001,1.851,1.0,1.001,1.0,1.548,2.0,5.0,1.25,2.0,20.0,1.003,Eastern Africa,2.061,1.548,1.0,1.364,2.0,2.0,1.0,1.801,2018
4.0,1.3330000000000002,1.0,1.0,1.0,1.284,MEX,3.46,2.551,2.0,2.032,2.665,1.714,1.162,2.0,1.23,1.5090000000000001,2.113,3.0,2.812,1.875,4.0,98.0,1.002,Central America,2.8360000000000003,2.113,2.496,1.675,4.0,3.0,1.0,1.058,2008
4.0,1.3359999999999999,1.0,1.0,1.0,1.286,MEX,4.218,2.638,2.0,2.1790000000000003,2.8689999999999998,1.7169999999999999,1.186,2.0,1.23,1.524,2.2359999999999998,3.5,2.812,2.75,3.0,116.0,1.002,Central America,3.111,2.2359999999999998,2.276,1.675,5.0,3.5,1.0,1.056,2009
4.0,1.347,1.0,1.0,1.0,1.288,MEX,4.695,2.653,2.0,2.832,2.9330000000000003,1.715,1.1909999999999998,2.0,1.23,1.591,2.275,4.0,2.812,2.25,3.5,119.0,1.004,Central America,3.154,2.275,2.0180000000000002,1.675,5.0,3.0,1.0,1.023,2010
4.0,1.357,1.0,3.5,1.0,1.265,MEX,5.0,2.582,2.0,2.895,3.236,1.68,1.258,2.0,1.193,2.101,2.448,4.0,2.773,2.0,4.0,135.0,1.004,Central America,3.2039999999999997,2.448,1.935,1.341,5.0,3.0,1.0,1.033,2011
4.0,1.3519999999999999,1.0,5.0,1.0,1.3419999999999999,MEX,5.0,2.582,2.0,3.842,3.4410000000000003,1.8090000000000002,1.248,2.0,1.193,2.501,2.6010000000000004,4.0,2.7910000000000004,2.0,4.0,142.0,1.005,Central America,3.198,2.6010000000000004,1.8019999999999998,2.434,5.0,3.0,1.0,1.051,2012
4.0,1.335,1.0,5.0,1.0,1.151,MEX,5.0,2.638,2.0,4.789,3.517,1.7890000000000001,1.21,1.0,1.193,2.397,2.571,4.0,2.7569999999999997,2.0,4.0,143.0,1.005,Central America,3.2310000000000003,2.571,2.332,2.294,5.0,3.0,1.0,1.08,2013
4.0,1.33,1.0,5.0,1.0,1.101,MEX,4.864,2.661,2.0,5.0,3.542,1.6980000000000002,1.215,1.0,1.1909999999999998,2.419,2.5660000000000003,4.0,2.835,2.0,4.0,144.0,1.042,Central America,3.255,2.5660000000000003,2.784,1.518,5.0,3.0,1.0,1.084,2014
4.0,1.3219999999999998,1.0,5.0,1.0,1.071,MEX,4.596,2.701,2.0,5.0,3.492,1.6469999999999998,1.244,1.0,1.1909999999999998,2.419,2.524,4.0,2.515,2.0,4.0,140.0,1.046,Central America,3.185,2.524,2.545,1.058,5.0,3.0,1.0,1.087,2015
4.0,1.33,1.0,5.0,1.0,1.101,MEX,4.635,2.677,2.0,5.0,3.492,1.692,1.248,1.0,1.1909999999999998,2.419,2.536,4.0,2.505,2.0,4.0,139.0,1.079,Central America,3.187,2.536,2.4859999999999998,1.41,5.0,3.0,1.0,1.111,2016
4.0,1.3259999999999998,1.0,5.0,1.0,1.29,MEX,4.635,2.519,2.0,5.0,3.5269999999999997,1.714,1.229,2.0,1.1740000000000002,2.62,2.633,4.0,2.505,2.125,4.5,142.0,1.08,Central America,3.236,2.633,2.3040000000000003,1.63,5.0,3.0,1.0,1.12,2017
4.0,1.3219999999999998,1.0,5.0,1.0,1.335,MEX,4.635,2.3369999999999997,2.0,5.0,3.415,1.786,1.1909999999999998,2.0,1.1740000000000002,2.62,2.583,4.0,2.505,2.5,3.0,140.0,1.082,Central America,3.08,2.583,2.1630000000000003,2.295,5.0,3.0,1.0,1.114,2018
2.0,1.222,1.0,1.0,2.55,1.633,MDA,2.815,2.9539999999999997,3.0,1.0,2.301,1.425,1.1909999999999998,3.0,1.0270000000000001,1.9469999999999998,2.0340000000000003,3.0,2.1390000000000002,2.875,3.0,82.0,1.0390000000000001,Eastern Europe,2.4419999999999997,2.0340000000000003,1.4240000000000002,2.165,2.0,3.0,1.327,1.0,2008
2.0,1.2229999999999999,1.0,1.0,3.0669999999999997,1.69,MDA,2.935,2.7960000000000003,3.0,1.0,2.234,1.449,1.21,3.0,1.0270000000000001,1.995,2.017,3.0,2.072,2.75,2.5,80.0,1.045,Eastern Europe,2.35,2.017,1.183,2.165,2.0,3.0,1.452,1.0,2009
2.0,1.2229999999999999,1.0,1.0,3.583,1.744,MDA,3.003,2.7960000000000003,3.0,1.0,2.292,1.4680000000000002,1.172,3.0,1.0270000000000001,2.042,2.073,3.0,2.072,3.0,2.5,84.0,1.051,Eastern Europe,2.431,2.073,1.913,2.165,2.0,3.0,1.5859999999999999,1.0,2010
2.0,1.186,1.0,1.0,3.0669999999999997,1.6969999999999998,MDA,3.135,2.4,3.0,1.0,2.309,1.4569999999999999,1.177,3.0,1.02,1.995,2.064,3.0,2.0709999999999997,3.0,3.0,80.0,1.055,Eastern Europe,2.455,2.064,1.651,2.286,2.0,3.0,1.469,1.0,2011
2.0,1.187,1.0,1.0,2.55,1.625,MDA,3.363,2.4,3.0,1.0,2.327,1.4069999999999998,1.153,3.0,1.02,1.9469999999999998,2.046,3.0,2.0709999999999997,3.125,3.0,77.0,1.057,Eastern Europe,2.48,2.046,1.3630000000000002,1.805,2.0,3.0,1.5230000000000001,1.0,2012
2.0,1.187,1.0,1.043,2.033,1.545,MDA,2.905,2.448,3.0,1.0,2.258,1.3419999999999999,1.119,3.0,1.02,1.909,1.973,3.0,2.0709999999999997,3.25,2.5,69.0,1.058,Eastern Europe,2.378,1.973,1.226,1.472,2.0,3.0,1.399,1.0,2013
2.0,1.187,1.0,1.043,1.517,1.445,MDA,2.5380000000000003,2.479,3.0,1.0,2.22,1.255,1.143,3.0,1.02,1.861,1.91,3.0,1.999,3.25,2.5,61.0,1.02,Eastern Europe,2.32,1.91,1.109,1.0,2.0,3.0,1.206,1.0,2014
2.0,1.187,1.0,1.0,1.0,1.464,MDA,2.298,2.574,3.0,1.0,2.178,1.3559999999999999,1.158,3.0,1.02,1.805,1.892,3.0,2.359,3.25,2.0,58.0,1.02,Eastern Europe,2.2680000000000002,1.892,1.015,2.0380000000000003,2.0,3.0,1.073,1.0,2015
2.0,1.187,1.0,1.0,1.0,1.4369999999999998,MDA,2.298,2.701,3.0,1.0,2.27,1.31,1.182,3.0,1.02,1.805,1.936,3.0,2.359,3.375,2.5,62.0,1.021,Eastern Europe,2.396,1.936,1.008,1.6230000000000002,2.0,3.5,1.073,1.0,2016
2.0,1.188,1.0,1.0,1.0,1.423,MDA,2.298,2.7560000000000002,3.0,1.0,2.291,1.287,1.301,3.0,1.021,1.805,1.944,3.0,2.359,3.625,2.0,64.0,1.022,Eastern Europe,2.426,1.944,1.187,1.415,2.0,4.0,1.0,1.0,2017
2.0,1.188,1.0,1.0,1.0,1.4340000000000002,MDA,2.298,2.7560000000000002,3.0,1.0,2.275,1.306,1.177,3.0,1.021,1.805,1.939,3.0,2.359,3.75,2.0,64.0,1.0190000000000001,Eastern Europe,2.404,1.939,1.308,1.7009999999999998,2.0,3.5,1.0,1.0,2018
2.0,1.521,1.0,1.0,2.55,1.446,MNG,4.13,3.128,3.0,1.0,2.4530000000000003,1.413,1.5930000000000002,2.0,1.179,1.746,2.05,2.0,2.398,3.0,3.0,87.0,1.014,Eastern Asia,2.6519999999999997,2.05,1.0,1.624,3.0,3.0,1.0,1.0,2008
2.0,1.57,1.0,1.0,3.0669999999999997,1.4869999999999999,MNG,3.515,2.93,3.0,1.0,2.434,1.421,1.54,2.0,1.179,1.794,2.055,2.0,2.398,3.25,2.5,85.0,1.0170000000000001,Eastern Asia,2.6210000000000004,2.055,1.0,1.624,3.0,4.0,1.0,1.0759999999999998,2009
2.0,1.56,1.0,1.0,3.583,1.527,MNG,3.55,2.487,3.0,1.0,2.451,1.4180000000000001,1.526,2.0,1.179,1.841,2.081,2.0,2.398,3.25,3.0,85.0,1.016,Eastern Asia,2.645,2.081,1.0,1.624,3.0,4.0,1.0,1.075,2010
2.0,1.551,1.0,1.0,3.0669999999999997,1.465,MNG,3.7030000000000003,2.487,2.0,1.0,2.1959999999999997,1.4,1.435,2.0,1.155,1.5919999999999999,1.9040000000000001,2.0,2.398,2.5,2.5,56.0,1.018,Eastern Asia,2.428,1.9040000000000001,1.0,1.466,3.0,3.0,1.0,1.215,2011
2.0,1.54,1.0,1.0,2.679,1.419,MNG,3.91,3.128,2.0,1.0,2.2969999999999997,1.3769999999999998,1.416,2.0,1.155,1.557,1.946,2.0,2.398,2.25,2.5,60.0,1.021,Eastern Asia,2.568,1.946,1.0,1.285,3.0,4.0,1.0,1.228,2012
2.0,1.53,1.0,1.0,2.292,1.386,MNG,3.273,3.215,2.0,1.0,2.265,1.419,1.435,2.0,1.155,1.521,1.913,2.0,2.398,3.0,2.5,60.0,1.023,Eastern Asia,2.501,1.913,1.0,1.236,3.0,3.0,1.0,1.626,2013
2.0,1.52,1.0,1.0,1.9040000000000001,1.399,MNG,3.318,3.168,1.0,1.0,1.989,1.484,1.526,2.0,1.1840000000000002,1.284,1.7530000000000001,2.0,2.398,2.0,1.5,41.0,1.022,Eastern Asia,2.266,1.7530000000000001,1.0,1.744,3.0,3.0,1.0,1.545,2014
2.0,1.511,1.0,1.0,1.517,1.334,MNG,3.373,3.168,1.0,1.0,2.036,1.4269999999999998,1.358,2.0,1.1840000000000002,1.249,1.755,2.0,2.398,2.0,2.0,39.0,1.023,Eastern Asia,2.332,1.755,1.0,1.449,3.0,3.0,1.0,1.535,2015
2.0,1.5019999999999998,1.0,1.0,1.646,1.4609999999999999,MNG,3.3080000000000003,3.1039999999999996,1.0,1.0,2.077,1.645,1.358,2.0,1.1840000000000002,1.261,1.831,2.0,2.398,2.0,2.5,51.0,1.024,Eastern Asia,2.377,1.831,1.0,3.093,3.0,3.0,1.0,1.7519999999999998,2016
2.0,1.494,1.0,1.0,1.517,1.389,MNG,3.3080000000000003,3.1039999999999996,1.0,1.0,2.076,1.54,1.507,2.0,1.1840000000000002,1.249,1.801,2.0,2.398,2.0,2.5,45.0,1.024,Eastern Asia,2.377,1.801,1.0,2.088,3.0,3.0,1.0,1.724,2017
2.0,1.4869999999999999,1.0,1.0,1.3880000000000001,1.338,MNG,3.3080000000000003,3.073,1.0,1.0,2.142,1.4280000000000002,1.368,2.0,1.1840000000000002,1.237,1.821,2.0,2.398,3.0,2.5,47.0,1.024,Eastern Asia,2.492,1.821,1.0,1.662,3.0,3.0,1.0,1.344,2018
3.0,2.468,1.0,1.0,1.0,2.037,MNE,1.97,1.854,2.0,1.0,2.273,2.575,2.128,2.0,1.022,1.403,2.1790000000000003,4.0,5.0,2.0,2.0,111.0,1.889,Southern Europe,2.562,2.1790000000000003,1.061,2.76,3.0,3.0,5.0,1.0,2008
3.0,2.22,1.0,1.0,1.0,1.9,MNE,2.468,1.854,2.0,1.0,2.313,2.54,2.08,2.0,1.022,1.403,2.148,4.0,4.979,2.0,2.0,101.0,1.068,Southern Europe,2.521,2.148,1.03,2.76,3.0,3.0,5.0,1.0,2009
3.0,1.7309999999999999,1.0,1.0,1.0,1.867,MNE,2.345,2.21,2.0,1.0,2.324,2.4859999999999998,2.104,2.0,1.022,1.403,2.141,4.0,4.979,2.0,2.0,96.0,1.067,Southern Europe,2.537,2.141,1.015,2.76,3.0,3.0,5.0,1.0,2010
3.0,1.729,1.0,1.0,1.0,1.791,MNE,2.103,2.242,2.0,1.0,2.347,2.343,1.6640000000000001,2.0,1.03,1.403,2.125,4.0,4.47,2.0,2.0,90.0,1.135,Southern Europe,2.577,2.125,1.008,1.976,3.5,3.5,5.0,1.0,2011
3.0,1.7280000000000002,1.0,1.0,1.129,1.79,MNE,2.343,2.7960000000000003,2.0,1.0,2.276,2.315,1.889,2.0,1.03,1.4140000000000001,2.082,4.0,4.31,2.0,1.5,83.0,1.171,Southern Europe,2.4819999999999998,2.082,1.004,1.514,3.0,3.0,5.0,1.0,2012
3.0,1.485,1.0,1.0,1.258,1.386,MNE,2.18,2.725,2.0,1.0,2.262,1.6230000000000002,1.5830000000000002,2.0,1.03,1.426,1.912,4.0,4.374,2.0,1.5,58.0,1.1840000000000002,Southern Europe,2.463,1.912,1.0,1.01,3.0,3.0,1.7830000000000001,1.0,2013
3.0,1.484,1.0,1.0,1.3880000000000001,1.4369999999999998,MNE,1.8,2.645,2.0,1.0,2.233,1.7280000000000002,1.5590000000000002,2.0,1.021,1.4380000000000002,1.9140000000000001,4.0,4.319,2.0,1.5,62.0,1.022,Southern Europe,2.403,1.9140000000000001,1.264,1.944,3.0,3.0,1.7819999999999998,1.0,2014
3.0,1.484,1.0,1.0,1.517,1.443,MNE,2.3,2.345,2.0,1.0,2.2969999999999997,1.72,1.8119999999999998,2.0,1.021,1.45,1.955,4.0,4.402,2.0,2.0,71.0,1.0270000000000001,Southern Europe,2.494,1.955,1.122,1.617,3.0,3.0,1.781,1.0,2015
3.0,1.484,1.0,1.0,1.646,1.3319999999999999,MNE,2.18,2.377,2.0,1.0,2.275,1.52,1.8219999999999998,2.0,1.021,1.462,1.8980000000000001,4.0,4.208,2.0,2.0,60.0,1.031,Southern Europe,2.4619999999999997,1.8980000000000001,1.061,1.058,3.0,3.0,1.0,1.022,2016
3.0,1.483,1.0,1.0,1.517,1.314,MNE,2.18,2.44,2.0,1.0,2.362,1.506,1.784,2.0,1.01,1.45,1.943,4.0,4.208,3.0,2.0,63.0,1.034,Southern Europe,2.5839999999999996,1.943,1.03,1.0,3.0,3.0,1.0,1.022,2017
3.0,1.483,1.0,1.0,1.3880000000000001,1.3159999999999998,MNE,2.18,2.44,2.0,1.0,2.2769999999999997,1.526,1.784,2.0,1.01,1.4380000000000002,1.893,4.0,4.208,3.0,1.0,58.0,1.038,Southern Europe,2.4659999999999997,1.893,1.015,1.168,3.0,3.0,1.0,1.022,2018
2.0,1.943,1.0,1.0,1.0,1.6869999999999998,MAR,1.835,2.384,3.0,1.147,2.189,1.7409999999999999,2.806,3.0,1.454,1.82,1.9880000000000002,2.0,1.7380000000000002,3.125,3.0,73.0,1.004,Northern Africa,2.265,1.9880000000000002,2.396,2.274,3.0,2.0,1.0,1.091,2008
2.0,1.932,1.0,1.0,1.0,1.6669999999999998,MAR,1.68,2.3209999999999997,3.0,1.147,2.182,1.709,2.5340000000000003,3.0,1.454,1.82,1.976,2.0,1.7719999999999998,3.0,3.0,74.0,1.004,Northern Africa,2.254,1.976,2.056,2.274,3.0,2.5,1.0,1.105,2009
2.0,1.919,1.0,1.0,1.0,1.675,MAR,1.68,2.3209999999999997,3.0,1.0,2.198,1.724,2.6630000000000003,3.0,1.454,1.805,1.989,2.0,1.821,3.0,3.0,69.0,1.004,Northern Africa,2.287,1.989,1.8030000000000002,2.274,3.0,3.0,1.0,1.115,2010
2.0,1.9069999999999998,1.0,1.565,1.0,1.661,MAR,1.7,2.3209999999999997,3.0,1.0,2.272,1.712,2.596,3.0,1.4669999999999999,1.919,2.028,2.0,1.821,3.25,3.0,76.0,1.002,Northern Africa,2.303,2.028,1.5290000000000001,2.1430000000000002,3.0,3.0,1.0,1.203,2011
2.0,1.8940000000000001,1.0,1.565,1.0,1.716,MAR,1.68,2.495,3.0,1.0,2.33,1.8719999999999999,2.6719999999999997,3.0,1.4669999999999999,1.919,2.084,2.0,1.821,3.125,3.0,84.0,1.002,Northern Africa,2.349,2.084,2.346,2.8560000000000003,3.0,3.0,1.0,1.786,2012
2.0,1.881,1.0,1.0,1.0,1.713,MAR,1.58,2.574,3.0,1.0,2.261,1.909,2.658,3.0,1.4669999999999999,1.805,2.042,2.0,1.849,3.0,3.0,78.0,1.002,Northern Africa,2.315,2.042,2.056,2.84,3.0,3.0,1.0,2.146,2013
2.0,1.868,1.0,1.0,1.0,1.755,MAR,1.64,2.74,3.0,1.0,2.266,1.9780000000000002,2.6630000000000003,3.0,1.42,1.805,2.062,2.0,1.849,3.0,3.0,81.0,1.001,Northern Africa,2.322,2.062,1.8030000000000002,3.508,3.0,3.0,1.0,2.1430000000000002,2014
2.0,1.8559999999999999,1.0,1.0,1.0,1.742,MAR,1.525,2.748,3.0,1.0,2.254,1.98,2.639,3.0,1.42,1.805,2.049,2.0,1.849,3.0,3.0,84.0,1.001,Northern Africa,2.293,2.049,1.5290000000000001,3.36,3.0,3.0,1.0,2.343,2015
2.0,1.845,1.0,1.0,1.0,1.733,MAR,1.525,2.7560000000000002,3.0,1.0,2.305,1.95,2.529,3.0,1.42,1.805,2.076,3.0,1.849,3.0,3.0,90.0,1.002,Northern Africa,2.371,2.076,1.3519999999999999,3.355,3.0,3.0,1.0,2.218,2016
2.0,1.834,1.0,1.0,1.0,1.661,MAR,1.525,2.7560000000000002,3.0,1.0,2.229,1.775,2.5340000000000003,3.0,1.511,1.805,2.002,3.0,1.849,3.0,2.5,75.0,1.002,Northern Africa,2.294,2.002,1.03,2.213,3.0,3.0,1.0,1.7380000000000002,2017
2.0,1.8230000000000002,1.0,1.0,1.0,1.617,MAR,1.525,2.7960000000000003,3.0,1.0,2.221,1.673,2.505,3.0,1.511,1.805,1.979,3.0,1.849,3.0,2.5,71.0,1.002,Northern Africa,2.296,1.979,1.015,1.619,3.0,3.0,1.0,1.511,2018
4.0,1.073,1.0,1.0,1.0,1.34,MOZ,2.45,1.403,3.0,1.0,2.057,1.8,1.3869999999999998,2.0,1.042,1.604,1.77,2.0,2.5,2.0,3.0,43.0,1.0,Eastern Africa,1.92,1.77,1.885,2.779,1.0,2.0,1.0,1.001,2008
4.0,1.071,1.0,1.0,1.0,1.249,MOZ,2.583,1.419,3.0,1.0,2.195,1.796,1.354,1.5,1.042,1.5030000000000001,1.817,2.0,2.5,2.25,3.0,44.0,1.0,Eastern Africa,2.113,1.817,1.6280000000000001,2.779,2.0,2.5,1.0,1.0,2009
4.0,1.069,1.0,1.0,1.0,1.252,MOZ,2.37,1.578,3.0,1.0,2.197,1.801,1.3969999999999998,1.5,1.042,1.5030000000000001,1.819,2.0,2.5,2.5,3.0,45.0,1.0,Eastern Africa,2.116,1.819,1.3630000000000002,2.779,2.0,2.5,1.0,1.0,2010
4.0,1.067,1.0,1.0,1.0,1.4369999999999998,MOZ,2.4,1.538,3.0,1.0,2.189,1.962,1.42,2.0,1.044,1.604,1.8880000000000001,2.0,2.5,2.5,3.0,54.0,1.0,Eastern Africa,2.104,1.8880000000000001,1.156,4.122,2.0,2.5,1.0,1.0,2011
3.0,1.065,1.0,1.0,1.0,1.47,MOZ,2.3480000000000003,1.53,2.0,1.0,2.086,1.841,1.436,2.0,1.044,1.403,1.84,2.0,2.5,2.5,3.5,49.0,1.0,Eastern Africa,2.195,1.84,1.078,4.585,2.0,3.0,1.0,1.0,2012
3.0,1.063,1.0,1.0,1.0,1.436,MOZ,2.3480000000000003,1.546,3.0,1.0,2.206,1.784,1.334,2.0,1.044,1.604,1.8980000000000001,3.0,2.5,2.25,3.0,55.0,1.0,Eastern Africa,2.217,1.8980000000000001,1.4240000000000002,4.2,2.0,3.0,1.0,1.0,2013
3.0,1.061,1.0,1.0,1.0,1.338,MOZ,2.3480000000000003,1.506,4.0,1.0,2.46,1.6219999999999999,1.225,2.0,1.043,1.805,2.011,4.0,2.5,2.25,3.0,76.0,1.0,Eastern Africa,2.425,2.011,2.515,2.929,2.5,3.0,1.0,1.005,2014
3.0,1.06,1.0,1.0,1.0,1.246,MOZ,2.3480000000000003,1.49,3.0,1.147,2.43,1.47,1.1,2.0,1.043,1.619,1.956,4.0,2.5,2.5,3.0,72.0,1.0,Eastern Africa,2.5180000000000002,1.956,2.622,1.757,3.0,3.0,1.0,1.011,2015
3.0,1.058,1.0,1.0,1.0,1.216,MOZ,2.3480000000000003,1.483,3.0,1.147,2.441,1.419,1.425,2.0,1.043,1.619,1.9509999999999998,4.0,2.5,2.75,3.0,66.0,1.0,Eastern Africa,2.5340000000000003,1.9509999999999998,2.408,1.002,3.0,3.0,1.0,1.011,2016
4.0,1.056,1.0,1.0,1.0,1.324,MOZ,2.3480000000000003,1.4509999999999998,3.0,1.147,2.4819999999999998,1.775,1.449,2.0,1.061,1.619,2.019,4.0,2.5,2.75,2.5,80.0,1.0,Eastern Africa,2.503,2.019,2.932,2.479,3.0,3.0,1.0,1.011,2017
4.0,1.055,1.0,1.0,1.0,1.335,MOZ,2.3480000000000003,1.4509999999999998,3.0,1.295,2.537,1.79,1.354,2.0,1.061,1.6340000000000001,2.056,4.0,2.5,2.75,3.0,86.0,1.0170000000000001,Eastern Africa,2.571,2.056,3.049,2.701,3.0,3.0,1.0,1.01,2018
2.0,2.248,2.003,1.0,1.0,2.12,MMR,1.81,1.949,4.0,3.505,2.5610000000000004,2.141,5.0,3.0,1.2790000000000001,2.4659999999999997,2.385,3.0,1.6480000000000001,3.375,5.0,133.0,1.173,South-Eastern Asia,2.4730000000000003,2.385,2.437,3.3110000000000004,2.0,2.0,1.0,1.217,2008
2.0,2.239,2.003,1.0,1.0,2.1180000000000003,MMR,1.85,1.9969999999999999,4.0,3.8,2.612,2.1390000000000002,5.0,3.0,1.2790000000000001,2.497,2.415,3.0,1.6480000000000001,3.625,5.0,132.0,1.168,South-Eastern Asia,2.522,2.415,2.6189999999999998,3.3110000000000004,2.0,2.0,1.0,1.215,2009
2.0,2.231,1.0,2.066,1.0,1.9780000000000002,MMR,1.855,2.044,4.0,3.947,2.7110000000000003,2.133,5.0,3.0,1.2790000000000001,2.525,2.418,3.0,1.6480000000000001,3.75,4.5,132.0,1.435,South-Eastern Asia,2.526,2.418,2.823,3.3110000000000004,2.0,2.0,1.0,1.1740000000000002,2010
2.0,2.221,1.0,3.0469999999999997,1.0,1.64,MMR,1.775,1.949,4.0,4.095,2.807,1.861,3.8689999999999998,2.0,1.275,2.536,2.34,3.0,1.6480000000000001,3.75,4.5,125.0,1.442,South-Eastern Asia,2.5069999999999997,2.34,2.787,2.169,2.0,2.0,1.0,1.147,2011
2.0,2.211,1.0,3.333,1.0,1.621,MMR,2.005,1.949,4.0,3.8,2.866,1.906,3.346,2.0,1.275,2.563,2.3680000000000003,3.0,1.6480000000000001,3.625,5.0,127.0,1.18,South-Eastern Asia,2.532,2.3680000000000003,2.521,2.9530000000000003,2.0,2.0,1.0,1.2819999999999998,2012
2.0,2.2,1.0,3.222,1.0,1.56,MMR,2.1830000000000003,1.949,4.0,4.158,2.853,1.7819999999999998,3.012,2.0,1.275,2.5780000000000003,2.336,3.0,1.653,3.25,4.5,127.0,1.308,South-Eastern Asia,2.5140000000000002,2.336,2.602,2.174,2.0,2.5,1.0,1.3519999999999999,2013
2.0,2.189,1.0,2.8160000000000003,1.0,1.5419999999999998,MMR,2.09,1.973,4.0,3.926,2.785,1.709,2.997,2.0,1.3219999999999998,2.472,2.2880000000000003,3.0,1.6780000000000002,2.875,4.0,119.0,1.511,South-Eastern Asia,2.5180000000000002,2.2880000000000003,2.622,1.469,2.0,3.5,1.0,1.392,2014
2.0,2.178,1.0,2.451,1.0,1.635,MMR,2.13,1.8940000000000001,4.0,4.221,2.822,1.865,2.8680000000000003,2.0,1.3219999999999998,2.4290000000000003,2.347,3.0,1.692,2.75,4.0,130.0,1.5119999999999998,South-Eastern Asia,2.6,2.347,2.54,2.92,2.5,4.0,1.0,1.402,2015
2.0,2.167,1.0,2.947,1.0,1.5619999999999998,MMR,2.105,1.8940000000000001,3.0,4.368,2.7310000000000003,1.75,2.6289999999999996,2.0,1.3219999999999998,2.343,2.263,3.0,1.699,2.5,4.0,120.0,1.507,South-Eastern Asia,2.533,2.263,2.6910000000000003,2.1519999999999997,2.5,3.5,1.0,1.446,2016
2.0,2.157,1.0,2.938,1.0,1.5319999999999998,MMR,2.105,1.8940000000000001,3.0,3.926,2.608,1.6909999999999998,2.5860000000000003,2.0,1.3530000000000002,2.296,2.1830000000000003,3.0,1.699,2.125,4.0,107.0,1.4880000000000002,South-Eastern Asia,2.399,2.1830000000000003,2.96,1.768,2.0,3.0,1.0,1.334,2017
2.0,2.146,1.0,2.938,1.0,1.557,MMR,2.105,2.147,3.0,3.2739999999999996,2.7889999999999997,1.672,2.496,2.0,1.3530000000000002,2.228,2.302,4.0,1.699,2.75,5.0,122.0,1.7209999999999999,South-Eastern Asia,2.7319999999999998,2.302,3.0260000000000002,1.768,2.0,3.0,1.0,1.27,2018
3.0,1.65,1.0,1.0,1.0,1.571,NAM,4.758,3.112,2.0,1.295,2.349,2.079,2.434,2.0,1.021,1.433,2.0380000000000003,3.0,3.25,1.5,2.0,83.0,1.018,Southern Africa,2.506,2.0380000000000003,1.0,4.419,3.0,2.0,1.0,1.639,2008
3.0,1.64,1.0,1.0,1.0,1.575,NAM,4.673,2.535,2.0,1.0,2.3080000000000003,2.1390000000000002,2.515,2.0,1.021,1.403,2.015,3.0,3.25,1.5,2.0,79.0,1.015,Southern Africa,2.444,2.015,1.0,4.419,3.0,2.0,1.0,2.075,2009
3.0,1.63,1.0,1.0,1.0,1.577,NAM,4.803,2.535,2.0,1.0,2.318,2.14,2.553,2.0,1.021,1.403,2.022,3.0,3.25,2.0,1.5,78.0,1.015,Southern Africa,2.46,2.022,1.0,4.419,3.0,2.0,1.0,2.056,2010
3.0,1.618,1.0,1.0,1.0,1.4509999999999998,NAM,4.431,2.535,2.0,1.0,2.286,1.929,2.5669999999999997,2.0,1.038,1.403,1.952,3.0,3.25,2.0,1.5,64.0,1.014,Southern Africa,2.416,1.952,1.0,2.613,3.0,2.0,1.0,2.041,2011
3.0,1.604,1.0,1.0,1.0,1.284,NAM,4.375,2.471,2.0,1.0,2.299,1.889,2.682,1.0,1.038,1.2009999999999998,1.893,3.0,3.25,2.0,2.0,54.0,1.015,Southern Africa,2.4619999999999997,1.893,1.0,2.6489999999999996,3.0,2.0,1.0,1.568,2012
3.0,1.591,1.0,1.0,1.0,1.214,NAM,4.6930000000000005,2.511,2.0,1.0,2.342,1.8090000000000002,2.5,1.0,1.038,1.2009999999999998,1.891,3.0,3.25,2.0,2.0,54.0,1.016,Southern Africa,2.504,1.891,1.0,1.849,3.0,2.0,1.0,1.882,2013
3.0,1.577,1.0,1.0,1.0,1.19,NAM,4.6930000000000005,2.456,2.0,1.0,2.312,1.725,2.701,1.0,1.025,1.2009999999999998,1.8630000000000002,3.0,3.25,1.875,2.0,55.0,1.016,Southern Africa,2.484,1.8630000000000002,1.0,1.339,3.0,2.0,1.0,1.51,2014
3.0,1.564,1.0,1.0,1.0,1.209,NAM,4.6930000000000005,2.44,2.0,1.0,2.2969999999999997,1.7469999999999999,2.634,1.0,1.025,1.2009999999999998,1.8619999999999999,3.0,3.25,1.75,2.0,54.0,1.0170000000000001,Southern Africa,2.468,1.8619999999999999,1.0,1.6909999999999998,3.0,2.0,1.0,1.421,2015
3.0,1.5519999999999998,1.0,1.0,1.0,1.224,NAM,4.6930000000000005,2.1390000000000002,2.0,1.0,2.278,1.77,3.1310000000000002,1.0,1.025,1.2009999999999998,1.8559999999999999,3.0,3.25,1.75,2.0,54.0,1.018,Southern Africa,2.4419999999999997,1.8559999999999999,1.0,1.415,3.0,2.0,1.0,1.411,2016
