Access to Small Arms,Armed Services Personnel Rate,Deaths from External Conflict,Deaths from Internal Conflict,External Conflicts Fought,External Peace,GU_A3,Homicide Rate,Incarceration Rate,Intensity of Internal Conflict,Internal Conflicts Fought,Internal Peace,Militarisation,Military Expenditure (%GDP),Neighbouring Countries Relations,Nuclear and Heavy Weapons,Ongoing Conflict,Overall Score,Perceptions of Criminality,Police Rate,Political Instability,Political Terror Scale,Rank,Refugees and IDPs,SUBREGION,Safety & Security,Score,Terrorism Impact,UN Peacekeeping Funding,Violent Crime,Violent Demonstrations,Weapons Exports,Weapons Imports,Year
5.0,1.284,1.4580000000000002,4.768,1.0,2.477,AFG,2.525,1.2770000000000001,5.0,4.053,3.76,2.215,1.745,4.0,1.038,3.574,3.247,5.0,2.5,4.25,5.0,159.0,4.975,Southern Asia,3.6010000000000004,3.247,4.045,4.2,3.0,3.0,1.0,1.044,2008
5.0,1.288,1.0,5.0,1.0,2.3569999999999998,AFG,2.525,1.237,5.0,4.053,4.019,2.226,1.75,4.0,1.038,3.529,3.355,5.0,2.5,4.25,5.0,159.0,4.699,Southern Asia,3.892,3.355,4.115,4.2,5.0,4.0,1.0,1.123,2009
5.0,1.496,1.0,5.0,1.0,2.023,AFG,2.525,1.348,5.0,3.968,3.99,2.267,1.722,3.0,1.038,3.319,3.2030000000000003,5.0,2.5,3.75,5.0,158.0,3.492,Southern Asia,3.705,3.2030000000000003,4.187,4.2,5.0,4.0,1.0,1.298,2010
5.0,1.696,1.0,5.0,1.0,1.976,AFG,2.38,1.443,5.0,3.968,4.023,2.19,1.855,3.0,1.065,3.319,3.2039999999999997,5.0,2.5,3.75,5.0,159.0,3.5780000000000003,Southern Asia,3.752,3.2039999999999997,4.205,3.0,5.0,4.5,1.0,1.463,2011
5.0,1.847,1.0,5.0,1.0,2.2030000000000003,AFG,2.568,1.49,5.0,4.3260000000000005,4.087,2.323,1.865,3.0,1.065,3.3560000000000003,3.333,5.0,3.5,4.0,4.5,161.0,4.768,Southern Asia,3.9360000000000004,3.333,4.25,3.659,5.0,4.0,1.0,1.774,2012
5.0,1.915,1.0,4.029,1.0,2.218,AFG,3.138,1.585,5.0,4.832,4.209,2.5469999999999997,5.0,3.0,1.065,3.2119999999999997,3.4130000000000003,5.0,3.5,5.0,5.0,162.0,4.0280000000000005,Southern Asia,4.112,3.4130000000000003,4.446000000000001,2.16,5.0,4.0,1.0,1.9809999999999999,2013
5.0,1.8630000000000002,1.0,4.085,1.0,2.235,AFG,3.138,1.601,5.0,4.832,4.136,2.496,5.0,3.0,1.061,3.2239999999999998,3.3760000000000003,5.0,3.5,5.0,4.0,161.0,4.372,Southern Asia,4.042,3.3760000000000003,4.538,1.77,5.0,4.0,1.0,1.992,2014
5.0,1.807,1.0,5.0,1.0,2.227,AFG,3.138,1.6569999999999998,5.0,4.832,4.322,2.447,5.0,3.0,1.061,3.408,3.484,5.0,3.5,5.0,5.0,159.0,4.493,Southern Asia,4.185,3.484,4.6530000000000005,1.4680000000000002,5.0,4.0,1.0,1.936,2015
5.0,1.706,1.0,5.0,1.0,2.401,AFG,3.138,1.585,5.0,4.684,4.265,2.395,5.0,4.0,1.061,3.594,3.52,5.0,3.5,5.0,4.5,161.0,4.623,Southern Asia,4.14,3.52,4.736000000000001,1.27,5.0,4.0,1.0,1.7930000000000001,2016
5.0,1.732,1.0,5.0,1.0,2.479,AFG,3.138,1.585,5.0,4.768,4.26,2.418,5.0,4.0,1.082,3.602,3.548,5.0,3.5,5.0,4.5,162.0,4.963,Southern Asia,4.18,3.548,4.734,1.6340000000000001,5.0,4.0,1.0,1.564,2017
5.0,1.7269999999999999,1.0,5.0,1.317,2.526,AFG,3.138,1.5930000000000002,5.0,4.684,4.291,2.465,5.0,4.0,1.082,3.623,3.585,5.0,3.5,5.0,5.0,162.0,4.852,Southern Asia,4.225,3.585,4.698,2.168,5.0,4.0,1.0,1.4369999999999998,2018
4.0,1.5590000000000002,1.0,1.0,2.679,1.466,ALB,2.373,1.8780000000000001,1.0,1.0,2.2640000000000002,1.754,1.736,2.0,1.002,1.355,1.945,4.0,2.611,2.75,3.0,68.0,1.167,Southern Europe,2.519,1.945,1.004,1.545,3.0,3.0,1.0,1.063,2008
4.0,1.7180000000000002,1.0,1.0,3.325,1.5390000000000001,ALB,2.283,2.258,1.0,1.0,2.238,1.788,1.874,2.0,1.002,1.415,1.9580000000000002,4.0,2.615,2.75,2.5,70.0,1.165,Southern Europe,2.483,1.9580000000000002,1.0,1.545,3.0,3.0,1.0,1.054,2009
4.0,1.724,1.0,1.0,3.971,1.5930000000000002,ALB,2.225,2.258,1.0,1.0,2.217,1.7919999999999998,1.9080000000000001,2.0,1.002,1.474,1.9669999999999999,4.0,2.575,3.0,2.0,66.0,1.157,Southern Europe,2.4530000000000003,1.9669999999999999,1.183,1.545,3.0,3.0,1.0,1.055,2010
4.0,1.7269999999999999,1.0,1.0,3.583,1.6369999999999998,ALB,2.595,2.258,1.0,1.0,2.249,1.912,1.97,2.0,1.002,1.4380000000000002,2.004,4.0,2.6660000000000004,3.0,2.0,69.0,1.163,Southern Europe,2.5,2.004,1.092,2.531,3.0,3.0,1.0,1.023,2011
4.0,1.729,1.0,1.0,3.196,1.578,ALB,2.73,2.1630000000000003,1.0,1.0,2.3480000000000003,1.869,1.516,2.0,1.002,1.403,2.04,4.0,2.685,3.375,2.0,73.0,1.153,Southern Europe,2.637,2.04,1.046,2.614,3.0,4.0,1.0,1.023,2012
4.0,1.729,1.042,1.0,2.679,1.56,ALB,2.863,2.171,1.0,1.0,2.35,1.905,1.8840000000000001,2.0,1.002,1.364,2.0340000000000003,4.0,2.6889999999999996,3.25,2.0,74.0,1.139,Southern Europe,2.636,2.0340000000000003,1.023,2.503,3.0,4.0,1.0,1.07,2013
4.0,1.729,1.042,1.0,2.1630000000000003,1.464,ALB,2.575,2.25,1.0,1.0,2.3,1.8230000000000002,1.65,2.0,1.002,1.3159999999999998,1.965,4.0,2.6430000000000002,3.25,2.0,68.0,1.1159999999999999,Southern Europe,2.5610000000000004,1.965,1.072,2.011,3.0,3.5,1.0,1.104,2014
4.0,1.416,1.0,1.0,1.646,1.43,ALB,2.513,2.5269999999999997,1.0,1.0,2.265,1.8519999999999999,1.569,2.0,1.002,1.261,1.931,4.0,2.665,2.75,2.0,63.0,1.115,Southern Europe,2.511,1.931,1.635,2.6210000000000004,3.0,3.0,1.0,1.137,2015
4.0,1.416,1.0,1.0,1.646,1.374,ALB,2.07,2.495,1.0,1.0,2.21,1.764,1.569,2.0,1.002,1.261,1.875,4.0,2.682,2.625,2.0,55.0,1.114,Southern Europe,2.431,1.875,1.4369999999999998,1.838,3.0,3.0,1.0,1.17,2016
4.0,1.415,1.0,1.0,1.517,1.358,ALB,2.07,2.677,1.0,1.0,2.259,1.7530000000000001,1.459,2.0,1.001,1.249,1.8980000000000001,4.0,2.682,2.5,2.5,59.0,1.121,Southern Europe,2.501,1.8980000000000001,1.588,1.8530000000000002,3.0,3.0,1.0,1.17,2017
4.0,1.4140000000000001,1.0,1.0,1.3880000000000001,1.334,ALB,2.07,2.479,1.0,1.0,2.193,1.7209999999999999,1.401,2.0,1.001,1.237,1.849,4.0,2.682,2.375,2.0,52.0,1.129,Southern Europe,2.4130000000000003,1.849,1.6369999999999998,1.71,3.0,3.0,1.0,1.099,2018
3.0,1.641,1.0,2.516,1.0,1.7180000000000002,DZA,1.395,2.005,3.0,2.6210000000000004,2.805,2.028,2.309,3.0,1.712,2.2769999999999997,2.37,4.0,2.74,2.75,4.0,130.0,1.01,Northern Africa,2.675,2.37,3.5439999999999996,3.1189999999999998,3.0,3.0,1.0,1.599,2008
3.0,1.63,1.0,2.6510000000000002,1.0,1.735,DZA,1.47,2.25,3.0,2.326,2.7710000000000004,2.1180000000000003,2.553,3.0,1.712,2.274,2.3569999999999998,4.0,2.8689999999999998,2.625,3.5,125.0,1.0090000000000001,Northern Africa,2.5980000000000003,2.3569999999999998,3.537,3.1189999999999998,3.0,2.5,1.0,2.136,2009
3.0,1.619,1.0,2.505,1.0,1.726,DZA,1.39,2.25,3.0,2.032,2.799,2.142,2.448,3.0,1.712,2.214,2.37,4.0,3.0639999999999996,3.25,3.0,127.0,1.0090000000000001,Northern Africa,2.662,2.37,3.484,3.1189999999999998,3.0,3.0,1.0,2.454,2010
3.0,1.607,1.0,2.539,1.0,1.882,DZA,1.35,2.25,3.0,2.032,2.9219999999999997,2.136,2.806,4.0,1.8119999999999998,2.423,2.506,4.0,3.105,4.0,2.5,137.0,1.008,Northern Africa,2.8160000000000003,2.506,3.3680000000000003,2.326,3.0,4.5,1.0,2.698,2011
3.0,1.526,1.0,1.0,1.0,1.818,DZA,1.38,2.234,3.0,2.032,2.7119999999999997,2.142,2.715,3.0,1.8119999999999998,1.912,2.354,4.0,3.113,3.25,3.0,125.0,1.9140000000000001,Northern Africa,2.8369999999999997,2.354,3.127,2.276,3.0,4.0,1.0,2.975,2012
3.0,1.516,1.0,1.0,1.0,1.8119999999999998,DZA,1.7,2.234,3.0,1.8840000000000001,2.677,2.142,3.1689999999999996,3.0,1.8119999999999998,1.896,2.331,4.0,3.284,3.25,3.0,124.0,1.913,Northern Africa,2.7960000000000003,2.331,3.0239999999999996,1.755,3.0,3.0,1.0,3.053,2013
3.0,1.505,1.0,2.048,1.0,1.787,DZA,1.63,2.282,3.0,2.032,2.642,2.053,3.26,3.0,1.8880000000000001,2.122,2.3,4.0,3.193,3.25,2.0,120.0,1.868,Northern Africa,2.6060000000000003,2.3,3.089,1.3019999999999998,2.5,3.0,1.0,2.5540000000000003,2014
3.0,1.496,1.0,2.1830000000000003,1.0,1.7819999999999998,DZA,1.74,2.282,3.0,2.326,2.592,2.056,3.5180000000000002,3.0,1.8880000000000001,2.18,2.2680000000000002,4.0,3.103,3.0,2.0,121.0,1.682,Northern Africa,2.4859999999999998,2.2680000000000002,2.8480000000000003,1.3419999999999999,2.0,3.0,1.0,2.29,2015
3.0,1.4869999999999999,1.0,1.0,1.0,1.706,DZA,1.685,2.282,3.0,2.1790000000000003,2.537,2.09,3.958,3.0,1.8880000000000001,1.9269999999999998,2.205,4.0,3.1830000000000003,3.0,3.0,108.0,1.003,Northern Africa,2.516,2.205,2.696,1.205,2.0,3.0,1.0,2.282,2016
3.0,1.4780000000000002,1.0,1.0,1.0,1.695,DZA,1.685,2.234,3.0,2.032,2.504,2.142,4.001,3.0,1.805,1.912,2.18,4.0,3.1830000000000003,3.0,2.5,105.0,1.003,Northern Africa,2.445,2.18,2.57,1.137,2.0,3.0,1.0,2.88,2017
3.0,1.47,1.0,1.0,1.0,1.7080000000000002,DZA,1.685,2.226,3.0,2.032,2.498,2.162,3.728,3.0,1.805,1.912,2.182,4.0,3.1830000000000003,3.0,2.5,109.0,1.005,Northern Africa,2.437,2.182,2.434,1.591,2.0,3.0,1.0,2.878,2018
3.0,1.699,1.0,1.0,1.317,1.7009999999999998,AGO,4.149,1.348,2.0,1.8840000000000001,2.495,1.83,3.236,3.0,1.3259999999999998,1.724,2.177,5.0,2.5,3.25,3.0,110.0,1.2919999999999998,Middle Africa,2.73,2.177,1.0,1.5390000000000001,2.5,2.5,1.0,1.094,2008
3.0,1.7209999999999999,1.0,1.0,1.0,1.676,AGO,4.149,1.411,2.0,1.442,2.39,1.837,3.2889999999999997,3.0,1.3259999999999998,1.649,2.104,5.0,2.5,2.625,3.5,96.0,1.26,Middle Africa,2.614,2.104,1.0,1.5390000000000001,2.0,2.0,1.0,1.078,2009
3.0,1.696,1.0,1.0,1.0,1.6280000000000001,AGO,4.0489999999999995,1.411,2.0,1.295,2.405,1.7369999999999999,2.457,3.0,1.3259999999999998,1.6340000000000001,2.094,5.0,2.5,2.75,3.0,89.0,1.349,Middle Africa,2.655,2.094,1.476,1.5390000000000001,2.5,2.0,1.0,1.083,2010
3.0,1.672,1.0,1.0,1.0,1.642,AGO,4.0489999999999995,1.411,2.0,1.295,2.484,1.774,3.002,3.0,1.3419999999999999,1.6340000000000001,2.147,5.0,2.5,2.5,3.5,95.0,1.2790000000000001,Middle Africa,2.76,2.147,1.8940000000000001,1.334,3.0,2.0,1.0,1.055,2011
3.0,1.6480000000000001,1.0,1.0,1.0,1.758,AGO,4.0489999999999995,1.6880000000000002,2.0,1.295,2.459,1.9709999999999999,3.16,3.0,1.3419999999999999,1.6340000000000001,2.1790000000000003,5.0,2.5,2.625,3.0,102.0,1.2590000000000001,Middle Africa,2.7230000000000003,2.1790000000000003,1.635,2.886,3.0,2.0,1.0,1.0490000000000002,2012
3.0,1.626,1.0,1.0,1.0,1.723,AGO,4.0489999999999995,1.791,2.0,1.295,2.464,1.912,2.701,3.0,1.3419999999999999,1.6340000000000001,2.168,5.0,2.5,2.75,3.0,101.0,1.249,Middle Africa,2.73,2.168,1.374,2.886,3.0,2.0,1.0,1.0290000000000001,2013
3.0,1.604,1.0,1.0,1.0,1.797,AGO,4.0489999999999995,1.831,2.0,1.147,2.45,2.0780000000000003,3.303,3.0,1.354,1.619,2.188,5.0,2.5,2.75,3.0,104.0,1.064,Middle Africa,2.699,2.188,1.16,3.698,3.0,2.0,1.0,1.0290000000000001,2014
3.0,1.584,1.0,1.0,1.0,1.5219999999999998,AGO,4.0489999999999995,1.831,2.0,1.147,2.445,1.925,3.49,2.0,1.354,1.4180000000000001,2.076,5.0,2.5,2.75,3.0,89.0,1.018,Middle Africa,2.688,2.076,1.067,2.2359999999999998,3.0,2.0,1.0,1.018,2015
3.0,1.565,1.0,1.0,1.0,1.587,AGO,3.9130000000000003,1.839,2.0,1.0,2.498,2.037,3.0789999999999997,2.0,1.354,1.403,2.134,5.0,2.5,2.75,3.5,100.0,1.016,Middle Africa,2.772,2.134,1.0,3.594,3.0,2.5,1.0,1.043,2016
3.0,1.546,1.0,1.0,1.0,1.4380000000000002,AGO,3.9130000000000003,1.7590000000000001,2.0,1.0,2.488,1.796,2.443,2.0,1.34,1.403,2.068,5.0,2.5,2.75,3.0,92.0,1.0190000000000001,Middle Africa,2.7539999999999996,2.068,1.061,2.1630000000000003,3.0,3.0,1.0,1.105,2017
3.0,1.5290000000000001,1.0,1.0,1.0,1.476,AGO,3.9130000000000003,1.7590000000000001,2.0,1.0,2.43,1.8719999999999999,2.247,2.0,1.34,1.403,2.048,5.0,2.5,2.5,2.5,83.0,1.0090000000000001,Middle Africa,2.6660000000000004,2.048,1.092,2.9210000000000003,3.0,3.0,1.0,1.202,2018
2.0,1.286,1.0,1.0,1.0,1.482,ARG,3.378,2.108,1.0,1.0,2.1109999999999998,1.3980000000000001,1.416,3.0,1.423,1.403,1.859,3.0,4.408,2.25,1.0,51.0,1.001,South America,2.461,1.859,1.057,1.472,3.0,3.5,1.001,1.0759999999999998,2008
2.0,1.2830000000000001,1.0,1.0,1.0,1.479,ARG,3.378,2.218,2.0,1.0,2.285,1.3940000000000001,1.382,3.0,1.423,1.604,1.962,3.0,4.408,2.375,2.0,71.0,1.001,South America,2.557,1.962,1.023,1.472,3.0,3.0,1.001,1.08,2009
2.0,1.2690000000000001,1.0,1.0,1.0,1.472,ARG,3.378,2.044,2.0,1.0,2.352,1.376,1.291,3.0,1.423,1.604,2.0,3.5,4.408,2.5,2.0,73.0,1.001,South America,2.655,2.0,1.195,1.472,3.0,3.5,1.001,1.024,2010
2.0,1.266,1.0,1.0,1.0,1.271,ARG,3.378,2.195,2.0,1.0,2.498,1.3359999999999999,1.3630000000000002,2.0,1.439,1.403,2.0069999999999997,3.75,4.408,2.75,2.5,71.0,1.001,South America,2.859,2.0069999999999997,1.8119999999999998,1.0390000000000001,3.0,4.0,1.001,1.0270000000000001,2011
2.0,1.264,1.0,1.0,1.0,1.27,ARG,3.378,2.195,2.0,1.0,2.46,1.335,1.392,2.0,1.439,1.403,1.984,4.0,4.408,2.75,2.0,64.0,1.0,South America,2.806,1.984,1.5419999999999998,1.0,3.0,4.0,1.001,1.028,2012
3.0,1.261,1.0,1.0,1.0,1.449,ARG,3.378,2.147,2.0,1.0,2.562,1.514,1.43,3.0,1.439,1.604,2.117,4.0,4.408,2.75,2.5,95.0,1.0,South America,2.86,2.117,1.535,1.0,3.0,4.0,1.001,1.021,2013
3.0,1.258,1.0,1.0,1.0,1.3219999999999998,ARG,3.378,2.1630000000000003,2.0,1.0,2.484,1.5959999999999999,1.4869999999999999,2.0,1.4240000000000002,1.403,2.019,4.0,4.408,2.75,1.5,77.0,1.0,South America,2.7510000000000003,2.019,1.653,1.6640000000000001,3.0,4.0,1.001,1.0170000000000001,2014
3.0,1.2590000000000001,1.0,1.0,1.0,1.37,ARG,3.378,2.274,2.0,1.0,2.557,1.676,1.382,2.0,1.4240000000000002,1.403,2.082,4.0,4.974,2.75,2.0,91.0,1.0,South America,2.8539999999999996,2.082,1.391,2.452,3.0,4.0,1.001,1.016,2015
3.0,1.2570000000000001,1.0,1.0,1.0,1.321,ARG,3.133,2.266,2.0,1.0,2.593,1.595,1.535,2.0,1.4240000000000002,1.403,2.084,4.0,5.0,2.5,3.0,91.0,1.0,South America,2.904,2.084,1.198,1.605,3.0,4.0,1.001,1.0190000000000001,2016
3.0,1.254,1.0,1.0,1.0,1.307,ARG,3.133,2.266,2.0,1.0,2.461,1.571,1.459,2.0,1.3980000000000001,1.403,1.999,4.0,5.0,2.25,2.0,74.0,1.0,South America,2.72,1.999,1.319,1.524,3.0,3.5,1.0,1.0190000000000001,2017
3.0,1.252,1.0,1.0,1.0,1.246,ARG,3.133,2.3209999999999997,2.0,1.0,2.415,1.766,1.473,1.0,1.3980000000000001,1.2009999999999998,1.9469999999999998,4.0,5.0,2.0,2.0,66.0,1.0,South America,2.654,1.9469999999999998,1.369,3.1519999999999997,3.0,3.0,1.0,1.034,2018
4.0,3.196,1.5830000000000002,1.0,2.033,2.274,ARM,2.145,1.965,2.0,1.0,2.397,2.186,2.371,5.0,1.09,2.219,2.3480000000000003,3.0,2.5,3.75,3.0,127.0,1.173,Western Asia,2.53,2.3480000000000003,1.183,2.329,3.0,3.0,1.0,1.5519999999999998,2008
4.0,3.2110000000000003,1.5830000000000002,1.0,2.55,2.327,ARM,2.315,1.965,2.0,1.0,2.408,2.2030000000000003,2.496,5.0,1.09,2.266,2.375,3.0,2.5,3.75,3.0,128.0,1.185,Western Asia,2.546,2.375,1.092,2.329,3.0,3.0,1.0,1.556,2009
4.0,3.483,1.5830000000000002,1.0,3.0669999999999997,2.406,ARM,2.318,1.965,2.0,1.0,2.404,2.206,2.5860000000000003,5.0,1.09,2.314,2.405,3.0,2.5,3.75,3.0,131.0,1.265,Western Asia,2.57,2.405,1.33,2.329,3.0,3.0,1.0,1.2209999999999999,2010
4.0,3.591,1.7080000000000002,1.0,3.0669999999999997,2.424,ARM,1.945,2.1790000000000003,2.0,1.0,2.2840000000000003,2.225,3.2319999999999998,5.0,1.091,2.339,2.34,3.0,2.5,3.0,2.5,124.0,1.2819999999999998,Western Asia,2.3890000000000002,2.34,1.145,1.479,3.0,3.0,1.0,1.47,2011
4.0,3.585,1.8330000000000002,1.0,2.679,2.374,ARM,2.0980000000000003,2.155,2.0,1.0,2.314,2.161,3.15,5.0,1.091,2.3280000000000003,2.338,3.0,2.5,3.25,2.5,123.0,1.2770000000000001,Western Asia,2.43,2.338,1.072,1.0,3.0,3.0,1.0,1.496,2012
4.0,3.575,1.9169999999999998,1.0,2.292,2.329,ARM,2.045,2.226,2.0,1.0,2.354,2.116,2.782,5.0,1.091,2.31,2.344,3.0,2.5,3.25,3.0,128.0,1.265,Western Asia,2.485,2.344,1.03,1.0,3.0,3.0,1.0,1.493,2013
3.0,3.3539999999999996,1.7919999999999998,1.0,1.9040000000000001,2.278,ARM,1.985,2.266,2.0,1.147,2.219,1.962,3.069,5.0,1.095,2.2640000000000002,2.242,3.0,2.5,3.25,2.5,112.0,1.224,Western Asia,2.363,2.242,1.107,1.041,2.5,3.0,1.0,1.57,2014
3.0,3.345,2.01,1.0,1.517,2.339,ARM,2.1,2.044,2.0,1.147,2.182,2.026,3.0210000000000004,5.0,1.095,2.272,2.244,3.0,2.5,3.0,3.0,116.0,1.222,Western Asia,2.324,2.244,1.046,1.86,2.0,3.0,1.0,1.35,2015
3.0,3.339,2.033,1.0,1.646,2.3169999999999997,ARM,2.113,2.028,2.0,1.147,2.1430000000000002,1.9369999999999998,2.864,5.0,1.095,2.289,2.2119999999999997,3.0,2.5,3.0,3.0,112.0,1.219,Western Asia,2.2840000000000003,2.2119999999999997,1.114,1.518,2.0,2.5,1.0,1.1,2016
3.0,3.335,2.127,1.0,1.913,2.343,ARM,2.113,2.282,2.0,1.147,2.1719999999999997,1.979,2.911,5.0,1.092,2.332,2.241,3.0,2.5,3.0,2.5,113.0,1.21,Western Asia,2.295,2.241,1.939,1.334,2.0,2.5,1.0,1.6,2017
3.0,3.332,2.127,1.0,1.8630000000000002,2.336,ARM,2.113,2.282,2.0,1.147,2.254,1.98,2.859,5.0,1.092,2.3280000000000003,2.287,3.0,2.5,3.0,3.0,120.0,1.216,Western Asia,2.407,2.287,2.08,1.334,2.0,3.0,1.0,1.6640000000000001,2018
1.0,1.3630000000000002,1.0,1.0,3.633,1.39,AUS,1.61,1.9969999999999999,1.0,1.0,1.429,1.547,2.123,1.0,1.371,1.242,1.413,1.0,2.21,1.0,1.0,13.0,1.0,Australia and New Zealand,1.474,1.413,1.03,1.215,2.0,2.0,1.17,3.137,2008
1.0,1.385,1.167,1.0,4.2,1.46,AUS,1.61,2.021,1.0,1.0,1.4480000000000002,1.506,2.07,1.0,1.371,1.327,1.453,1.0,2.227,1.25,1.0,12.0,1.0,Australia and New Zealand,1.517,1.453,1.198,1.215,2.0,2.0,1.1420000000000001,2.865,2009
1.0,1.3780000000000001,1.2919999999999998,1.0,4.1,1.484,AUS,1.605,2.06,1.0,1.0,1.436,1.5430000000000001,2.07,1.0,1.371,1.3430000000000002,1.455,1.0,2.245,1.0,1.0,12.0,1.0,Australia and New Zealand,1.49,1.455,1.16,1.215,2.0,2.0,1.2409999999999999,3.032,2010
1.0,1.386,1.5830000000000002,1.0,4.229,1.564,AUS,1.52,2.052,1.0,1.0,1.465,1.649,1.965,1.0,1.42,1.4140000000000001,1.505,1.0,2.309,1.0,1.0,17.0,1.0,Australia and New Zealand,1.493,1.505,1.2919999999999998,1.3769999999999998,2.0,2.0,1.321,3.677,2011
1.0,1.38,1.875,1.0,3.713,1.578,AUS,1.55,2.021,1.0,1.0,1.5219999999999998,1.713,1.9169999999999998,1.0,1.42,1.425,1.545,1.0,2.327,1.0,1.5,16.0,1.0,Australia and New Zealand,1.544,1.545,1.13,1.258,2.0,2.0,1.476,4.164,2012
1.0,1.374,1.75,1.0,3.196,1.504,AUS,1.53,2.028,1.0,1.0,1.4780000000000002,1.703,1.7790000000000001,1.0,1.42,1.3530000000000002,1.489,1.0,2.3169999999999997,1.0,1.0,15.0,1.0,Australia and New Zealand,1.479,1.489,1.065,1.209,2.0,2.0,1.501,4.235,2013
1.0,1.3630000000000002,1.3330000000000002,1.0,2.679,1.383,AUS,1.525,2.052,1.0,1.0,1.4280000000000002,1.675,1.7790000000000001,1.0,1.4769999999999999,1.2209999999999999,1.41,1.0,2.3169999999999997,1.0,1.0,10.0,1.0,Australia and New Zealand,1.419,1.41,1.0270000000000001,1.026,1.5,2.0,1.528,4.059,2014
1.0,1.364,1.083,1.0,2.1630000000000003,1.2890000000000001,AUS,1.515,2.1390000000000002,1.0,1.0,1.439,1.665,1.659,1.0,1.4769999999999999,1.123,1.379,1.0,2.333,1.0,1.0,8.0,1.0,Australia and New Zealand,1.431,1.379,2.096,1.0,1.0,2.0,1.541,4.105,2015
1.0,1.359,1.042,1.0,2.1630000000000003,1.294,AUS,1.49,2.202,1.0,1.0,1.4880000000000002,1.682,1.874,1.0,1.4769999999999999,1.115,1.41,1.0,2.318,1.0,1.5,12.0,1.0,Australia and New Zealand,1.5019999999999998,1.41,2.267,1.028,1.0,2.0,1.5,4.072,2016
1.0,1.361,1.0,1.0,2.55,1.3119999999999998,AUS,1.49,2.282,1.0,1.0,1.4769999999999999,1.632,1.9169999999999998,1.0,1.416,1.1420000000000001,1.411,1.0,2.318,1.0,1.5,13.0,1.0,Australia and New Zealand,1.506,1.411,2.226,1.0170000000000001,1.0,2.0,1.482,3.7260000000000004,2017
1.0,1.3559999999999999,1.0,1.0,2.938,1.3430000000000002,AUS,1.49,2.3209999999999997,1.0,1.0,1.496,1.6909999999999998,1.86,1.0,1.416,1.178,1.435,1.0,2.318,1.0,1.5,13.0,1.0,Australia and New Zealand,1.5030000000000001,1.435,2.1180000000000003,1.0,1.0,2.0,1.535,4.229,2018
2.0,1.729,1.0,1.0,1.129,1.179,AUT,1.27,1.831,1.0,1.0,1.4240000000000002,1.536,1.392,1.0,1.195,1.012,1.3259999999999998,2.0,2.6039999999999996,1.0,2.0,4.0,1.0,Western Europe,1.465,1.3259999999999998,1.22,1.122,1.0,1.0,1.57,1.662,2008
2.0,1.636,1.0,1.0,1.258,1.192,AUT,1.35,1.7519999999999998,1.0,1.0,1.479,1.568,1.459,1.0,1.195,1.024,1.364,2.0,2.5980000000000003,1.25,2.0,5.0,1.0,Western Europe,1.5290000000000001,1.364,1.767,1.122,1.0,1.0,1.607,1.906,2009
2.0,1.4880000000000002,1.0,1.0,1.3880000000000001,1.199,AUT,1.305,1.7830000000000001,1.0,1.0,1.508,1.6059999999999999,1.368,1.0,1.195,1.036,1.3840000000000001,2.0,2.592,1.0,1.5,5.0,1.0,Western Europe,1.547,1.3840000000000001,1.874,1.122,1.5,1.5,1.732,2.286,2010
2.0,1.4669999999999999,1.0,1.0,1.3880000000000001,1.2209999999999999,AUT,1.345,1.815,1.0,1.0,1.546,1.639,1.349,1.0,1.161,1.036,1.416,2.0,2.639,1.0,2.0,8.0,1.0,Western Europe,1.6019999999999999,1.416,1.618,1.315,1.5,1.5,1.8719999999999999,2.253,2011
2.0,1.464,1.0,1.0,1.517,1.222,AUT,1.445,1.8230000000000002,1.0,1.0,1.541,1.625,1.339,1.0,1.161,1.047,1.4140000000000001,2.0,2.645,1.0,1.5,8.0,1.0,Western Europe,1.595,1.4140000000000001,1.526,1.266,1.5,2.0,1.83,2.254,2012
2.0,1.4080000000000001,1.0,1.0,1.517,1.192,AUT,1.465,1.8230000000000002,1.0,1.0,1.3969999999999998,1.5230000000000001,1.3869999999999998,1.0,1.161,1.047,1.315,2.0,2.6439999999999997,1.0,1.0,5.0,1.0,Western Europe,1.42,1.315,1.253,1.217,1.0,1.5,1.581,1.819,2013
2.0,1.405,1.0,1.0,1.517,1.186,AUT,1.355,1.775,1.0,1.0,1.347,1.476,1.3630000000000002,1.0,1.09,1.047,1.2819999999999998,2.0,2.637,1.0,1.0,4.0,1.0,Western Europe,1.3659999999999999,1.2819999999999998,1.399,1.198,1.0,1.0,1.6219999999999999,1.514,2014
2.0,1.403,1.0,1.0,1.517,1.17,AUT,1.245,1.7830000000000001,1.0,1.0,1.308,1.396,1.368,1.0,1.09,1.047,1.253,2.0,2.638,1.0,1.0,3.0,1.0,Western Europe,1.339,1.253,1.145,1.113,1.0,1.0,1.5319999999999998,1.05,2015
2.0,1.401,1.0,1.0,1.646,1.1540000000000001,AUT,1.255,1.7519999999999998,1.0,1.0,1.3030000000000002,1.351,1.263,1.0,1.09,1.0590000000000002,1.2429999999999999,2.0,2.636,1.0,1.0,4.0,1.0,Western Europe,1.3330000000000002,1.2429999999999999,1.072,1.028,1.0,1.0,1.409,1.04,2016
